beta,seed,model_key,model_label,n,train_m,sigma,K,elite_frac,elite_total_count,elite_unseen_count,train_unique_count,iqp_steps,classical_steps,transformer_variant,transformer_d_model,transformer_heads,transformer_layers,transformer_dim_ff,transformer_epochs,maxent_steps,KL_pstar_to_q,quality_coverage_Q1000,quality_coverage_Q2000,quality_coverage_Q5000
0.3,112,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,163,189,600,600,medium,32,4,1,64,600,600,0.5762621018160811,0.07056025248309743,0.04942231470501265,0.026088123991120142
0.3,112,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,163,189,600,600,medium,32,4,1,64,600,600,1.231910669806912,0.054647272746294044,0.04180187128396066,0.02392239353570243
0.3,112,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,163,189,600,600,medium,32,4,1,64,600,600,0.9424285065061068,0.04967400544355143,0.04052084338304465,0.02525280853687319
0.3,112,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,163,189,600,600,medium,32,4,1,64,600,600,1.1244731245693702,0.04647469115453961,0.0377410210274804,0.02370567534011846
0.3,112,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,163,189,600,600,medium,32,4,1,64,600,600,1.6345018469012906,0.036755990523087034,0.029278419420506213,0.018586248871822204
0.3,113,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,161,187,600,600,medium,32,4,1,64,600,600,0.5052219179084516,0.07924438448889667,0.0544202987805318,0.02731106647240099
0.3,113,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,161,187,600,600,medium,32,4,1,64,600,600,1.0547900982318552,0.04769192539616566,0.037819235751486185,0.02300877398152127
0.3,113,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,161,187,600,600,medium,32,4,1,64,600,600,0.8883945428352208,0.05379491274804234,0.04330963782345378,0.026211749228414963
0.3,113,classical_transformer_mle,AR Transformer (MLE),12,200,1.0,512,0.1,204,161,187,600,600,medium,32,4,1,64,600,600,1.1921789304976027,0.04892317118870154,0.03891604378134782,0.023730136105638927
0.3,113,classical_maxent_parity,"MaxEnt parity (P,z)",12,200,1.0,512,0.1,204,161,187,600,600,medium,32,4,1,64,600,600,1.800907971226093,0.038116869479687024,0.02973588456747592,0.018473027461661504
0.3,114,iqp_parity_mse,IQP (parity),12,200,1.0,512,0.1,204,166,190,600,600,medium,32,4,1,64,600,600,0.6073479152129553,0.07400565275388593,0.05082824463244931,0.026032957395635537
0.3,114,classical_nnn_fields_parity,Ising+fields (NN+NNN),12,200,1.0,512,0.1,204,166,190,600,600,medium,32,4,1,64,600,600,1.0110292746087954,0.05242147307037339,0.04192423371178076,0.02581918283833371
0.3,114,classical_dense_fields_xent,Dense Ising+fields (xent),12,200,1.0,512,0.1,204,166,190,600,600,medium,32,4,1,64,600,600,0.9613480783297564,0.0579135689737957,0.04559104304846712,0.026896735575092895
